,INSTNM,CITY,ZIP,LATITUDE,LONGITUDE
1278,Gateway Community and Technical College,Florence,41042,38.960638,-84.633478
1279,Northern Kentucky University,Highland Heights,41099,39.029714,-84.463483
1280,West Kentucky Community and Technical College,Paducah,42002-7380,37.054081,-88.658762
1281,University of Pikeville,Pikeville,41501,37.479232,-82.521063
1282,Big Sandy Community and Technical College,Prestonsburg,41653,37.688248,-82.778847
1283,Empire Beauty School-Chenoweth,Louisville,40207,38.255764,-85.65751999999999
1284,Empire Beauty School-Elizabethtown,Elizabethtown,42701,37.697453,-85.878557
1285,Empire Beauty School-Dixie,Louisville,40216,38.167059,-85.830866
1286,Empire Beauty School-Florence,Florence,41042,39.009553000000004,-84.628998
1287,Somerset Community College,Somerset,42501-2973,37.059599,-84.61754599999999
1288,Southeast Kentucky Community and Technical College,Cumberland,40823,36.966051,-82.997661
1289,The Southern Baptist Theological Seminary,Louisville,40280-0001,38.248216,-85.687649
1290,Spalding University,Louisville,40203-2188,38.242407,-85.757725
1291,Sullivan University,Louisville,40205-3013,38.212824,-85.670489
1292,Thomas More University,Crestview Hills,41017-3495,39.022963,-84.568923
1293,Transylvania University,Lexington,40508-1797,38.052983000000005,-84.493202
1294,Trend Setters' Academy of Beauty Culture-Louisville,Louisville,40258,38.144782,-85.838494
1295,Union College,Barbourville,40906-1499,36.870875,-83.88847700000001
1296,Western Kentucky University,Bowling Green,42101-1000,36.985034999999996,-86.456828
1297,Central Louisiana Technical Community College,Alexandria,71301,31.310253000000003,-92.446384
1298,Ayers Career College,Shreveport,71118,32.418290999999996,-93.798229
1299,Baton Rouge General Medical Center-School of Nursing,Baton Rouge,70806,30.449088,-91.15308399999999
1300,Baton Rouge School of Computers,Baton Rouge,70809,30.422155,-91.080837
1301,Bossier Parish Community College,Bossier City,71111-6922,32.539551,-93.64688100000001
1302,Centenary College of Louisiana,Shreveport,71104,32.483335,-93.730834
1303,Cloyd's Beauty School 1 Inc,West Monroe,71291-0603,32.499976000000004,-92.126506
1304,Crescent City Bartending School,New Orleans,70119,29.966842,-90.086679
1305,D'Jay's Institute of Cosmetology and Esthiology,Baton Rouge,70815,30.462232,-91.071568
1306,Delgado Community College,New Orleans,70119,29.985149,-90.103962
1307,Avery James School of Cosmetology,Lake Charles,70601,30.202601,-93.219712
1308,Denham Springs Beauty School,Denham Springs,70726,30.484636,-90.944774
1309,Dillard University,New Orleans,70122,29.996586999999998,-90.06464
1310,Nunez Community College,Chalmette,70043,29.954190000000004,-89.95888000000001
1311,Grambling State University,Grambling,71245,32.523796999999995,-92.713245
1312,Guy's Shreveport Academy of Cosmetology Inc,Shreveport,71105,32.485759,-93.70662800000001
1313,ITI Technical College,Baton Rouge,70817,30.369764,-91.030485
1314,John Jay Beauty College,Kenner,70062,30.007684,-90.230259
1315,Louisiana State University Health Sciences Center-New Orleans,New Orleans,70112-2223,29.957271999999996,-90.083145
1316,Louisiana State University-Alexandria,Alexandria,71302-9121,31.178615999999998,-92.41440899999999
1317,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,70803-2750,30.414986,-91.178921
1318,Louisiana State University-Eunice,Eunice,70535,30.473291999999997,-92.434523
1319,Louisiana State University-Shreveport,Shreveport,71115-2399,32.428465,-93.70561
1320,Aveda Arts & Sciences Institute-Baton Rouge,Baton Rouge,70816-2246,30.426526000000003,-91.05430799999999
1321,Aveda Arts & Sciences Institute-Lafayette,Lafayette,70503-3246,30.206167999999998,-92.04209200000001
1322,Louisiana Academy of Beauty,Eunice,70535,30.495110999999998,-92.408948
1323,Louisiana College,Pineville,71359,31.324528000000004,-92.425973
1324,Opelousas School of Cosmetology,Opelousas,70570,30.53165,-92.077854
1325,Louisiana Tech University,Ruston,71272,32.528296999999995,-92.649963
1326,Loyola University New Orleans,New Orleans,70118-6143,29.936140999999996,-90.120417
1327,McNeese State University,Lake Charles,70605,30.178187,-93.21722199999999
1328,University of New Orleans,New Orleans,70148,30.027703999999996,-90.067142
1329,New Orleans Baptist Theological Seminary,New Orleans,70126,30.004336,-90.043439
1330,Nicholls State University,Thibodaux,70310,29.794486,-90.801571
1331,University of Louisiana at Monroe,Monroe,71209-0000,32.527747999999995,-92.07374
1332,Northwest Louisiana Technical College,Minden,71055-0000,32.586037,-93.26302
1333,Northwestern State University of Louisiana,Natchitoches,71497-0002,31.750666,-93.097797
1334,University of Holy Cross,New Orleans,70131-7399,29.912003000000002,-89.99445
1335,Franciscan Missionaries of Our Lady University,Baton Rouge,70808,30.401379,-91.110587
1336,Pat Goins Benton Road Beauty School,Bossier City,71111,32.516422,-93.71936099999999
1337,Celebrity Stylist Beauty School,Monroe,71201-5135,32.521209999999996,-92.085347
1338,Pineville Beauty School,Pineville,71360-0000,31.325716999999997,-92.430903
1339,Aveda Arts & Sciences Institute-Covington,Covington,70433,30.494049,-90.104008
1340,Saint Joseph Seminary College,St. Benedict,70457,30.526778000000004,-90.113621
1341,Vanguard College of Cosmetology-Slidell,Slidell,70458-0458,30.226578000000003,-89.78094399999999
1342,LaSalle Tech,Houma,70363,29.592655999999998,-90.696772
1343,Fletcher Technical Community College,Schriever,70395,29.690884000000004,-90.811707
1344,Remington College-Lafayette Campus,Lafayette,70508,30.16862,-92.023767
1345,SOWELA Technical Community College,Lake Charles,70615,30.217331,-93.16252
1346,Stevensons Academy of Hair Design,New Orleans,70114,29.948438,-90.052219
1347,Southeastern Louisiana University,Hammond,70402,30.514652,-90.468676
1348,Southern University and A & M College,Baton Rouge,70813,30.524558000000003,-91.190105
1349,Southern University at New Orleans,New Orleans,70126,30.026162,-90.044912
1350,Southern University at Shreveport,Shreveport,71107,32.545632,-93.834559
1351,University of Louisiana at Lafayette,Lafayette,70503,30.212190999999997,-92.020165
1352,Northshore Technical Community College,Lacombe,70445,30.379146999999996,-89.89919599999999
1353,Tulane University of Louisiana,New Orleans,70118-5698,29.940069,-90.12214399999999
1354,Xavier University of Louisiana,New Orleans,70125-1098,29.964161999999998,-90.10730699999999
1355,South Central Louisiana Technical College,Morgan City,70380,29.690728000000004,-91.197848
1356,Purdue University Global-Lewiston,Lewiston,04240-0000,44.09104,-70.21409399999999
1357,College of the Atlantic,Bar Harbor,04609,44.395258,-68.221517
1358,Bates College,Lewiston,04240,44.105299,-70.203333
1359,Beal College,Bangor,04401,44.786465,-68.785428
1360,Bowdoin College,Brunswick,04011,43.907134,-69.963942
1361,Maine College of Health Professions,Lewiston,04240,44.100458,-70.21732
1362,Central Maine Community College,Auburn,04210-6498,44.134346,-70.23549799999999
1363,Colby College,Waterville,04901-8840,44.564211,-69.66337
1364,Eastern Maine Community College,Bangor,04401,44.826048,-68.74445
1365,Kennebec Valley Community College,Fairfield,04937-1367,44.594149,-69.61157
1366,The Landing School,Arundel,04046,43.380492,-70.503619
1367,University of Maine at Augusta,Augusta,04330-9410,44.337746,-69.796396
1368,University of Maine at Farmington,Farmington,04938-9978,44.666911,-70.147121
1369,University of Maine at Fort Kent,Fort Kent,04743-1292,47.250389,-68.58931899999999
1370,University of Maine at Machias,Machias,04654-1397,44.708803,-67.458025
1371,University of Maine,Orono,04469,44.899257,-68.669332
1372,Maine Maritime Academy,Castine,04420-0001,44.389654,-68.80434699999999
1373,University of Maine at Presque Isle,Presque Isle,04769-2888,46.672284999999995,-68.016343
1374,University of New England,Biddeford,04005-9599,43.458591,-70.38535
1375,Northern Maine Community College,Presque Isle,04769-2016,46.694668,-68.034796
1376,Empire Beauty School-Maine,Portland,04101,43.667885,-70.258154
1377,Maine College of Art,Portland,04101-3494,43.655743,-70.261015
1378,Saint Joseph's College of Maine,Standish,04084-5236,43.826314,-70.483373
1379,Spa Tech Institute-Westbrook,Westbrook,04092,43.676590000000004,-70.33533100000001
1380,Southern Maine Community College,South Portland,04106-1698,43.646649,-70.229182
1381,University of Southern Maine,Portland,04103,43.662863,-70.274247
1382,Thomas College,Waterville,04901-5097,44.524909,-69.664734
1383,Unity College,Unity,04988,44.603165000000004,-69.33227600000001
1384,Washington County Community College,Calais,04619,45.165537,-67.243306
1385,Allegany College of Maryland,Cumberland,21502-2596,39.652152,-78.730398
1386,Anne Arundel Community College,Arnold,21012-1895,39.049813,-76.51222299999999
1387,Award Beauty School,Hagerstown,21740-5610,39.640443,-77.720283
1388,Baltimore Studio of Hair Design,Baltimore,21201-3444,39.293371,-76.620008
1389,Baltimore City Community College,Baltimore,21215-7893,39.319978000000006,-76.662878
1390,University of Baltimore,Baltimore,21201-5720,39.305834000000004,-76.616591
1391,Bowie State University,Bowie,20715-9465,39.018184999999995,-76.759721
1392,Capitol Technology University,Laurel,20708,39.046673,-76.85023100000001
1393,Cecil College,North East,21901-1900,39.642225,-75.955949
1394,College of Southern Maryland,La Plata,20646-0910,38.55895,-77.00924499999999
1395,Chesapeake College,Wye Mills,21679-0008,38.952193,-76.083668
1396,Washington Adventist University,Takoma Park,20912,38.986349,-77.000608
1397,Coppin State University,Baltimore,21216-3698,39.311258,-76.658687
1398,Delmarva Beauty Academy,Salisbury,21804-6952,38.339006,-75.601701
1399,North American Trade Schools,Baltimore,21244,39.309556,-76.74945500000001
1400,Frederick Community College,Frederick,21702-2964,39.452241,-77.417849
1401,Frostburg State University,Frostburg,21532-1099,39.650918,-78.93429300000001
1402,Garrett College,McHenry,21541,39.560493,-79.342923
1403,Goucher College,Baltimore,21204-2794,39.410175,-76.59484300000001
1404,Purdue University Global-Hagerstown,Hagerstown,21742,39.6729,-77.722799
1405,Hagerstown Community College,Hagerstown,21742-6514,39.631009000000006,-77.667379
1406,Harford Community College,Bel Air,21015-1698,39.56131,-76.282845
1407,Hood College,Frederick,21701,39.420631,-77.419049
1408,Howard Community College,Columbia,21044-3197,39.213636,-76.877964
1409,Aveda Institute-Maryland,Bel Air,21014-3639,39.531933,-76.34992700000001
1410,Johns Hopkins University,Baltimore,21218-2688,39.328977,-76.621595
1411,Lincoln College of Technology-Columbia,Columbia,21046,39.174673,-76.836463
1412,Loyola University Maryland,Baltimore,21210-2699,39.346358,-76.621872
1413,University of Maryland Global Campus,Adelphi,20783-8010,38.912706,-76.847584
1414,University of Maryland Baltimore,Baltimore,21201-1627,39.286864,-76.623983
1415,University of Maryland-Baltimore County,Baltimore,21250,39.256686,-76.711607
1416,University of Maryland-College Park,College Park,20742,38.988178000000005,-76.944721
1417,Maryland Institute College of Art,Baltimore,21217-4134,39.308792,-76.621033
1418,University of Maryland Eastern Shore,Princess Anne,21853-1299,38.207386,-75.686852
1419,Fortis Institute-Towson,Towson,21204-9840,39.403271000000004,-76.60459300000001
1420,Montgomery Beauty School,Silver Spring,20901,38.999621999999995,-77.00196600000001
1421,Montgomery College,Rockville,20850,39.098656,-77.15929
1422,Morgan State University,Baltimore,21251-0001,39.344161,-76.585565
1423,Mount St. Mary's University,Emmitsburg,21727-7799,39.681705,-77.351887
1424,Ner Israel Rabbinical College,Baltimore,21208,39.388021,-76.75352600000001
1425,Hair Academy Inc-New Carrollton,New Carrollton,20784,38.956205,-76.869467
1426,Notre Dame of Maryland University,Baltimore,21210-2476,39.350612,-76.619739
1427,Prince George's Community College,Largo,20774-2199,38.888689,-76.824623
1428,Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,21093,39.4448,-76.624983
1429,Maryland Beauty Academy of Essex,Baltimore,21224,39.29844,-76.509213
1430,Salisbury University,Salisbury,21801-6862,38.34648,-75.604815
1431,St. Mary's College of Maryland,St. Mary's City,20686,38.190903999999996,-76.429097
1432,St. John's College,Annapolis,21401,38.981598,-76.491359
1433,Towson University,Towson,21252-0001,39.393622,-76.611164
1434,Maryland University of Integrative Health,Laurel,20723,39.165872,-76.888025
1435,United States Naval Academy,Annapolis,21402-5000,38.980507,-76.48169200000001
1436,Stevenson University,Stevenson,21153-0641,39.421988,-76.70209200000001
1437,Washington College,Chestertown,21620-1438,39.217329,-76.06878
1438,McDaniel College,Westminster,21157,39.584231,-77.001992
1439,Wor-Wic Community College,Salisbury,21804-7131,38.373723,-75.499659
1440,Hult International Business School,Cambridge,02141-1805,42.369968,-71.070645
1441,New England College of Business and Finance,Boston,02110,42.353619,-71.056671
1442,American International College,Springfield,01109,42.112346,-72.558338
1443,Amherst College,Amherst,01002-5000,42.372459,-72.518493
1444,Andover Newton Theological School,Lexington,02421,41.323386,-72.92138
1445,Anna Maria College,Paxton,01612-1198,42.330542,-71.91896
1446,Assabet Valley Regional Technical School,Marlborough,01752,42.36775,-71.56728100000001
1447,Assumption College,Worcester,01609-1296,42.294226,-71.828991
1448,Babson College,Wellesley,02457-0310,42.297017,-71.264057
1449,Bancroft School of Massage Therapy,Worcester,01604,42.268972999999995,-71.778113
1450,Boston Baptist College,Boston,02136-4030,42.254037,-71.1103
1451,Bay Path University,Longmeadow,01106,42.055088,-72.583382
1452,Bay State College,Boston,02116,42.350966,-71.07161500000001
1453,Bay State School of Technology,Canton,02021-2358,42.179505999999996,-71.114231
1454,Becker College,Worcester,01609-2165,42.269171,-71.811894
1455,Bentley University,Waltham,02452-4705,42.385995,-71.22283900000001
1456,Berklee College of Music,Boston,02215,42.346646,-71.089405
1457,Berkshire Community College,Pittsfield,01201-5786,42.45975,-73.314704
1458,Empire Beauty School-Boston,Boston,02111,42.354683,-71.062722
1459,Boston Architectural College,Boston,02115-2703,42.348467,-71.085786
1460,Boston Graduate School of Psychoanalysis Inc,Brookline,02446,42.33912,-71.133151
1461,Boston College,Chestnut Hill,02467,42.336213,-71.16924200000001
1462,Boston University,Boston,02215,42.351118,-71.10794200000001
1463,Brandeis University,Waltham,02454-9110,42.365727,-71.26015500000001
1464,Bridgewater State University,Bridgewater,02325,41.98749,-70.974553
1465,Bristol Community College,Fall River,02720-7395,41.721994,-71.11913299999999
1466,Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,42.088032,-70.99276400000001
1467,Bunker Hill Community College,Boston,02129-2925,42.374806,-71.069263
1468,Cambridge College,Boston,02129,42.381091,-71.07264599999999
1469,Cape Cod Community College,West Barnstable,02668-1599,41.691911,-70.337334
1470,Catherine Hinds Institute of Esthetics,Woburn,01801-6819,42.493212,-71.13715
1471,Laboure College,Milton,02186,42.260866,-71.058279
1472,Clark University,Worcester,01610-1477,42.249987,-71.823356
1473,Conway School of Landscape Design,Northampton,01060,42.313857,-72.64875
1474,Curry College,Milton,02186-2395,42.238061,-71.116539
1475,Lincoln Technical Institute-Somerville,Somerville,02145,42.390826000000004,-71.082082
1476,Dean College,Franklin,02038-1941,42.085634000000006,-71.397813
1477,Diman Regional Technical Institute,Fall River,02723,41.699857,-71.124742
1478,National Aviation Academy of New England,Concord,01742,42.462164,-71.387244
1479,Eastern Nazarene College,Quincy,02170-2999,42.271228,-71.01107900000001
1480,Emerson College,Boston,02116-4624,42.352202,-71.065384
1481,Emmanuel College,Boston,02115,42.340602000000004,-71.103634
1482,Endicott College,Beverly,01915,42.553296,-70.840847
1483,Rob Roy Academy-Fall River,Fall River,02720-3445,41.698904999999996,-71.157664
1484,Fisher College,Boston,02116,42.355253000000005,-71.074125
1485,Fitchburg State University,Fitchburg,01420-2697,42.588297999999995,-71.789666
1486,Framingham State University,Framingham,01701-9101,42.297115999999995,-71.437565
1487,Benjamin Franklin Institute of Technology,Boston,02116,42.346022999999995,-71.070231
1488,Gordon College,Wenham,01984,42.590567,-70.82151
1489,Gordon-Conwell Theological Seminary,South Hamilton,01982,42.613475,-70.846387
1490,Greenfield Community College,Greenfield,01301-9739,42.599512,-72.630977
1491,Hampshire College,Amherst,01002-5001,42.325852000000005,-72.531469
1492,Harvard University,Cambridge,02138,42.374471,-71.118313
1493,Hebrew College,Newton Centre,02459-2237,42.325677,-71.189226
1494,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7415,42.317018,-71.129418
1495,College of the Holy Cross,Worcester,01610-2395,42.23752,-71.808214
1496,Holyoke Community College,Holyoke,01040,42.194781,-72.651252
1497,Lasell University,Newton,02466,42.342148,-71.24347
1498,Lawrence Memorial Hospital School of Nursing,Medford,02155,42.42581,-71.110958
1499,Lesley University,Cambridge,02138-2790,42.38012,-71.117303
1500,Longy School of Music of Bard College,Cambridge,02138,42.378657000000004,-71.123479
1501,Lowell Academy Hairstyling Institute,Lowell,01852-1909,42.643609000000005,-71.308309
1502,University of Massachusetts-Lowell,Lowell,01854-5104,42.652864,-71.326809
1503,University of Massachusetts-Amherst,Amherst,01003,42.385999,-72.526728
1504,University of Massachusetts-Boston,Boston,02125-3393,42.312881,-71.036865
1505,Massachusetts Bay Community College,Wellesley Hills,02481-5399,42.312292,-71.263821
1506,MCPHS University,Boston,02115-5896,42.336825,-71.101244
1507,Massachusetts College of Art and Design,Boston,02115-5882,42.336861999999996,-71.099275
1508,Massachusetts Institute of Technology,Cambridge,02139-4307,42.359243,-71.093226
1509,Massachusetts Maritime Academy,Buzzards Bay,02532-1803,41.739072,-70.624084
1510,University of Massachusetts Medical School Worcester,Worcester,01655,42.278002,-71.76214399999999
1511,William James College,Newton,02459,42.294995,-71.20325600000001
1512,Massachusetts School of Barbering,Quincy,02169,42.247457,-71.001891
1513,Massasoit Community College,Brockton,02302-3996,42.075070000000004,-70.989799
1514,Merrimack College,North Andover,01845,42.668344,-71.124216
1515,MGH Institute of Health Professions,Boston,02129-4557,42.375018,-71.054002
1516,Middlesex Community College,Bedford,01730-9124,42.524328000000004,-71.27493100000001
1517,Montserrat College of Art,Beverly,01915-4508,42.550212,-70.876131
1518,Mount Holyoke College,South Hadley,01075-1489,42.256838,-72.57551099999999
1519,Mount Wachusett Community College,Gardner,01440-1000,42.593142,-71.984148
1520,Rob Roy Academy-New Bedford,New Bedford,02720-3445,41.671921000000005,-70.925187
1521,The New England Conservatory of Music,Boston,02115-5018,42.340946,-71.08629
1522,New England College of Optometry,Boston,02115,42.351853000000006,-71.08682900000001
1523,New England Law-Boston,Boston,02116,42.350833,-71.0665
1524,New England School of Photography,Waltham,02453,42.371534000000004,-71.23665
1525,Newbury College,Brookline,02445,42.331032,-71.14208199999999
1526,Nichols College,Dudley,01571-5000,42.044033,-71.930283
1527,Massachusetts College of Liberal Arts,North Adams,01247-4100,42.691361,-73.102817
1528,North Bennet Street School,Boston,02109,42.362790000000004,-71.05452
1529,North Shore Community College,Danvers,01923-0840,42.590103000000006,-70.96804399999999
1530,Northeastern University,Boston,02115-5005,42.339991999999995,-71.088782
1531,Northern Essex Community College,Haverhill,01830-2399,42.796634000000005,-71.04904
1532,College of Our Lady of the Elms,Chicopee,01013,42.141781,-72.60154
1533,Pine Manor College,Chestnut Hill,02467,42.320827,-71.156464
1534,Pope St John XXIII National Seminary,Weston,02493-2699,42.339408,-71.311059
1535,Quincy College,Quincy,02169,42.252416,-71.003476
1536,Quinsigamond Community College,Worcester,01606-2092,42.313790000000004,-71.79503000000001
1537,Regis College,Weston,02493-1571,42.351290999999996,-71.31056099999999
1538,Roxbury Community College,Roxbury Crossing,02120-3400,42.329249,-71.09549
1539,Saint John's Seminary,Brighton,02135-3846,42.344146,-71.161998
1540,Salem State University,Salem,01970,42.503575,-70.89023399999999
1541,Salter College-West Boylston,West Boylston,01583,42.351715000000006,-71.78779899999999
1542,Simmons University,Boston,02115-5898,42.3393,-71.099967
1543,Bard College at Simon's Rock,Great Barrington,01230-9702,42.208803,-73.379201
1544,Smith College,Northampton,01063,42.318111,-72.638097
1545,Southeastern Technical Institute,South Easton,02375,42.010312,-71.081227
1546,Springfield College,Springfield,01109-3797,42.101576,-72.556751
1547,Springfield Technical Community College,Springfield,01105-1296,42.108827000000005,-72.578514
1548,University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,41.62869,-71.004552
1549,Stonehill College,Easton,02357-6110,42.05905,-71.080632
1550,Suffolk University,Boston,02108-3901,42.357945,-71.060917
1551,Rob Roy Academy-Taunton,Taunton,02780-5339,41.901945,-71.091966
1552,Tufts University,Medford,02155-5555,42.40855,-71.11829300000001
1553,Wellesley College,Wellesley,02481-8203,42.291554,-71.306605
1554,Wentworth Institute of Technology,Boston,02115,42.336632,-71.094983
1555,Western New England University,Springfield,01119-2684,42.115017,-72.520466
1556,Westfield State University,Westfield,01086-1630,42.132698,-72.796503
1557,Wheaton College,Norton,02766-2322,41.966637,-71.18397900000001
1558,Williams College,Williamstown,01267,42.712725,-73.203132
1559,Worcester Polytechnic Institute,Worcester,01609-2280,42.274853,-71.808339
1560,Worcester State University,Worcester,01602-2597,42.267526000000004,-71.844018
1561,Adrian College,Adrian,49221-2575,41.898590999999996,-84.061481
1562,Albion College,Albion,49224,42.245049,-84.745639
1563,Hillsdale Beauty College,Hillsdale,49242,41.918718,-84.631429
1564,Northwestern Technological Institute,Southfield,48075,42.469188,-83.238529
1565,Alma College,Alma,48801-1599,43.38004,-84.672053
1566,Alpena Community College,Alpena,49707,45.081647,-83.44506899999999
1567,Andrews University,Berrien Springs,49104,41.963859,-86.355815
1568,Aquinas College,Grand Rapids,49506-1801,42.960190000000004,-85.628785
1569,Baker College,Owosso,48867,42.984804,-84.172404
1570,Bay de Noc Community College,Escanaba,49829-2511,45.772586,-87.085228
1571,Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,43.599758,-83.88895
1572,Calvin University,Grand Rapids,49546,42.929916,-85.587548
1573,Calvin Theological Seminary,Grand Rapids,49546-4387,42.927951,-85.586439
1574,Carnegie Institute,Troy,48083,42.53889,-83.118801
1575,Michigan School of Psychology,Farmington Hills,48334-4512,42.491427,-83.359575
1576,Central Michigan University,Mount Pleasant,48859,43.591203,-84.77525
1577,Mott Community College,Flint,48503-2089,43.019940999999996,-83.67243
1578,Empire Beauty School-Michigan,Grand Rapids,49544,43.028642,-85.691067
1579,Cleary University,Howell,48843,42.586638,-83.879987
1580,Concordia University-Ann Arbor,Ann Arbor,48105,42.273157,-83.68268
1581,Cranbrook Academy of Art,Bloomfield Hills,48304,42.568903999999996,-83.250681
1582,College for Creative Studies,Detroit,48202,42.361839,-83.062352
1583,Davenport University,Grand Rapids,49512-9396,42.850013,-85.533519
1584,David Pressley School of Cosmetology,Royal Oak,48067-3219,42.479729,-83.146008
1585,Delta College,University Center,48710,43.559490999999994,-83.985943
1586,Detroit Business Institute-Downriver,Riverview,48193,42.168682000000004,-83.191212
1587,Michigan State University-College of Law,East Lansing,48824-1300,42.725733,-84.47352
1588,MIAT College of Technology,Canton,48188,42.286324,-83.44550699999999
1589,University of Detroit Mercy,Detroit,48221-3038,42.414221999999995,-83.139158
1590,Dorsey School of Business-Madison Heights,Madison Heights,48071,42.525318,-83.10763100000001
1591,Dorsey School of Business-Woodhaven,Woodhaven,48183,42.142547,-83.224784
1592,Eastern Michigan University,Ypsilanti,48197,42.24694,-83.622501
1593,Creative Hair School of Cosmetology,Flint,48507,42.980416,-83.757927
1594,Ferris State University,Big Rapids,49307-2251,43.687723999999996,-85.481925
1595,Flint Institute of Barbering Inc,Flint,48504-4395,43.027339000000005,-83.73911
1596,Glen Oaks Community College,Centreville,49032-9719,41.892503999999995,-85.49692900000001
1597,Kettering University,Flint,48504-6214,43.012468,-83.71282
1598,Gogebic Community College,Ironwood,49938,46.471893,-90.165592
1599,Grace Christian University,Wyoming,49509,42.919540999999995,-85.692077
1600,Cornerstone University,Grand Rapids,49525-5897,42.979966,-85.59532800000001
1601,Grand Rapids Community College,Grand Rapids,49503-3295,42.967076,-85.665625
1602,Grand Valley State University,Allendale,49401-9403,42.963001,-85.889826
1603,Great Lakes Christian College,Lansing,48917-1299,42.754249,-84.63871400000001
1604,Henry Ford College,Dearborn,48128-1495,42.324639000000005,-83.236056
1605,Hillsdale College,Hillsdale,49242,41.933682,-84.633195
1606,Hope College,Holland,49422-9000,42.787298,-86.102089
1607,Jackson College,Jackson,49201-8399,42.16483,-84.403942
1608,Kalamazoo College,Kalamazoo,49006-3295,42.290789000000004,-85.601857
1609,Kalamazoo Valley Community College,Kalamazoo,49003-4070,42.225947999999995,-85.682144
1610,Kellogg Community College,Battle Creek,49017-3397,42.335638,-85.177329
1611,Kirtland Community College,Grayling,49738,44.601785,-84.706254
1612,Michigan College of Beauty-Monroe,Monroe,48161,41.907014000000004,-83.407005
1613,Lake Michigan College,Benton Harbor,49022-1899,42.097276,-86.393445
1614,Lake Superior State University,Sault Ste Marie,49783,46.492849,-84.365573
1615,Lansing Community College,Lansing,48933,42.737719,-84.553315
1616,Lawrence Technological University,Southfield,48075-1058,42.474072,-83.25003000000001
1617,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,48858,43.60429,-84.777927
1618,Macomb Community College,Warren,48088-3896,42.505990000000004,-82.97237700000001
1619,Madonna University,Livonia,48150-1176,42.384322999999995,-83.40472199999999
1620,Marygrove College,Detroit,48221-2599,42.414415000000005,-83.15410899999999
1621,Rochester University,Rochester Hills,48307,42.667521,-83.144959
1622,University of Michigan-Ann Arbor,Ann Arbor,48109,42.275921000000004,-83.742769
1623,Michigan Barber School Inc,Detroit,48204-2244,42.365023,-83.128883
1624,Michigan State University,East Lansing,48824-1046,42.73212,-84.476111
1625,Michigan Technological University,Houghton,49931-1295,47.11866,-88.54809200000001
1626,University of Michigan-Dearborn,Dearborn,48128-1491,42.317287,-83.23141700000001
1627,University of Michigan-Flint,Flint,48502-1950,43.01875,-83.690276
1628,Mid Michigan College,Harrison,48625-9447,43.969586,-84.763715
1629,Monroe County Community College,Monroe,48161-9746,41.91617,-83.470274
1630,Montcalm Community College,Sidney,48885-9723,43.253190999999994,-85.100181
1631,Muskegon Community College,Muskegon,49442-1432,43.250329,-86.196384
1632,North Central Michigan College,Petoskey,49770,45.361727,-84.954183
1633,Northern Michigan University,Marquette,49855-5301,46.559751,-87.40656800000001
1634,Northwestern Michigan College,Traverse City,49686,44.765436,-85.58551700000001
1635,Northwood University,Midland,48640-2398,43.628717,-84.27682
1636,Oakland Community College,Bloomfield Hills,48304-2266,42.595440999999994,-83.244787
1637,Oakland University,Rochester Hills,48309-4401,42.674572999999995,-83.216418
1638,Olivet College,Olivet,49076,42.442890999999996,-84.923891
1639,Port Huron Cosmetology College,Waterford,48329,42.700677,-83.398624
1640,Kuyper College,Grand Rapids,49525-9781,43.02195,-85.59265699999999
1641,Ross Medical Education Center-Lansing,Lansing,48917,42.741855,-84.605807
1642,Ross Medical Education Center-Madison Heights,Madison Heights,48071,42.508189,-83.107692
1643,Ross Medical Education Center-Flint,Flint,48507,42.986442,-83.751751
1644,Sacred Heart Major Seminary,Detroit,48206-1799,42.375248,-83.111682
1645,Saginaw Valley State University,University Center,48710,43.511759999999995,-83.96427299999999
1646,Schoolcraft College,Livonia,48152-2696,42.419278999999996,-83.43095799999999
1647,Siena Heights University,Adrian,49221,41.905623999999996,-84.01884100000001
1648,St Clair County Community College,Port Huron,48061-5015,42.979494,-82.428717
1649,Southwestern Michigan College,Dowagiac,49047-9793,41.965095,-86.08271500000001
1650,Specs Howard School of Media Arts,Southfield,48075-3953,42.459245,-83.23930899999999
1651,Spring Arbor University,Spring Arbor,49283-9799,42.206568,-84.556074
1652,Michigan Career and Technical Institute,Plainwell,49080-9254,42.504599,-85.517049
1653,Finlandia University,Hancock,49930-1832,47.127868,-88.588756
1654,Western Michigan University-Thomas M. Cooley Law School,Lansing,48933,42.731,-84.554429
1655,Twin City Beauty College,Saint Joseph,49085,42.071099,-86.47655
1656,Walsh College,Troy,48083-5066,42.573888000000004,-83.14719699999999
1657,Washtenaw Community College,Ann Arbor,48105-4800,42.26361,-83.66559000000001
1658,Wayne County Community College District,Detroit,48226,42.327299,-83.054497
1659,Wayne State University,Detroit,48202,42.358994,-83.068998
1660,West Shore Community College,Scottville,49454-0277,44.008511999999996,-86.336122
1661,Paul Mitchell the School-Grand Rapids,Kentwood,49512-1781,42.910707,-85.59660500000001
1662,Western Michigan University,Kalamazoo,49008-5200,42.282194,-85.613759
